"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZMB","PPP","TOT","NATUSD","A","2015",3.365914,
"ZMB","PPP","TOT","NATUSD","A","2016",3.877613,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.474701,
"HKG","PPP","TOT","NATUSD","A","2000",7.102746,
"HKG","PPP","TOT","NATUSD","A","2001",6.827004,
"HKG","PPP","TOT","NATUSD","A","2002",6.492071,
"HKG","PPP","TOT","NATUSD","A","2003",5.990789,
"HKG","PPP","TOT","NATUSD","A","2004",5.624248,
"HKG","PPP","TOT","NATUSD","A","2005",5.446159,
"HKG","PPP","TOT","NATUSD","A","2006",5.25792,
"HKG","PPP","TOT","NATUSD","A","2007",5.281026,
"HKG","PPP","TOT","NATUSD","A","2008",5.246647,
"HKG","PPP","TOT","NATUSD","A","2009",5.187401,
"HKG","PPP","TOT","NATUSD","A","2010",5.141533,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454186,
"HKG","PPP","TOT","NATUSD","A","2013",5.547488,
"HKG","PPP","TOT","NATUSD","A","2014",5.707185,
"HKG","PPP","TOT","NATUSD","A","2015",5.83122,
"HKG","PPP","TOT","NATUSD","A","2016",5.931908,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.082646,
"MDG","PPP","TOT","NATUSD","A","2000",256.183095,
"MDG","PPP","TOT","NATUSD","A","2001",268.901967,
"MDG","PPP","TOT","NATUSD","A","2002",305.152296,
"MDG","PPP","TOT","NATUSD","A","2003",307.871065,
"MDG","PPP","TOT","NATUSD","A","2004",342.682618,
"MDG","PPP","TOT","NATUSD","A","2005",393.213503,
"MDG","PPP","TOT","NATUSD","A","2006",425.439251,
"MDG","PPP","TOT","NATUSD","A","2007",527.175242,
"MDG","PPP","TOT","NATUSD","A","2008",555.829546,
"MDG","PPP","TOT","NATUSD","A","2009",589.84716,
"MDG","PPP","TOT","NATUSD","A","2010",642.632653,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",741.047607,
"MDG","PPP","TOT","NATUSD","A","2013",776.217163,
"MDG","PPP","TOT","NATUSD","A","2014",823.655884,
"MDG","PPP","TOT","NATUSD","A","2015",886.092041,
"MDG","PPP","TOT","NATUSD","A","2016",940.873291,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1064.35146,
"MAR","PPP","TOT","NATUSD","A","2000",3.963041,
"MAR","PPP","TOT","NATUSD","A","2001",3.903277,
"MAR","PPP","TOT","NATUSD","A","2002",3.888936,
"MAR","PPP","TOT","NATUSD","A","2003",3.858602,
"MAR","PPP","TOT","NATUSD","A","2004",3.803255,
"MAR","PPP","TOT","NATUSD","A","2005",3.732276,
"MAR","PPP","TOT","NATUSD","A","2006",3.678727,
"MAR","PPP","TOT","NATUSD","A","2007",3.711284,
"MAR","PPP","TOT","NATUSD","A","2008",3.805403,
"MAR","PPP","TOT","NATUSD","A","2009",3.782161,
"MAR","PPP","TOT","NATUSD","A","2010",3.775071,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.757054,
"MAR","PPP","TOT","NATUSD","A","2013",3.8147,
"MAR","PPP","TOT","NATUSD","A","2014",3.970819,
"MAR","PPP","TOT","NATUSD","A","2015",3.993365,
"MAR","PPP","TOT","NATUSD","A","2016",4.017611,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.969633,
"SGP","PPP","TOT","NATUSD","A","2000",0.937466,
"SGP","PPP","TOT","NATUSD","A","2001",0.900684,
"SGP","PPP","TOT","NATUSD","A","2002",0.87878,
"SGP","PPP","TOT","NATUSD","A","2003",0.847337,
"SGP","PPP","TOT","NATUSD","A","2004",0.858735,
"SGP","PPP","TOT","NATUSD","A","2005",0.848679,
"SGP","PPP","TOT","NATUSD","A","2006",0.838954,
"SGP","PPP","TOT","NATUSD","A","2007",0.865344,
"SGP","PPP","TOT","NATUSD","A","2008",0.837067,
"SGP","PPP","TOT","NATUSD","A","2009",0.855332,
"SGP","PPP","TOT","NATUSD","A","2010",0.854802,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845866,
"SGP","PPP","TOT","NATUSD","A","2013",0.858802,
"SGP","PPP","TOT","NATUSD","A","2014",0.86406,
"SGP","PPP","TOT","NATUSD","A","2015",0.879622,
"SGP","PPP","TOT","NATUSD","A","2016",0.878245,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.881417,
"EU27_2020","PPP","TOT","NATUSD","A","2000",0.830643,
"EU27_2020","PPP","TOT","NATUSD","A","2001",0.8278,
"EU27_2020","PPP","TOT","NATUSD","A","2002",0.819609,
"EU27_2020","PPP","TOT","NATUSD","A","2003",0.820951,
"EU27_2020","PPP","TOT","NATUSD","A","2004",0.816961,
"EU27_2020","PPP","TOT","NATUSD","A","2005",0.818857,
"EU27_2020","PPP","TOT","NATUSD","A","2006",0.794815,
"EU27_2020","PPP","TOT","NATUSD","A","2007",0.789521,
"EU27_2020","PPP","TOT","NATUSD","A","2008",0.775888,
"EU27_2020","PPP","TOT","NATUSD","A","2009",0.755023,
"EU27_2020","PPP","TOT","NATUSD","A","2010",0.756823,
"EU27_2020","PPP","TOT","NATUSD","A","2011",0.745416,
"EU27_2020","PPP","TOT","NATUSD","A","2012",0.738733,
"EU27_2020","PPP","TOT","NATUSD","A","2013",0.721414,
"EU27_2020","PPP","TOT","NATUSD","A","2014",0.716496,
"EU27_2020","PPP","TOT","NATUSD","A","2015",0.718859,
"EU27_2020","PPP","TOT","NATUSD","A","2016",0.694352,
"EU27_2020","PPP","TOT","NATUSD","A","2017",0.686689,
"EU27_2020","PPP","TOT","NATUSD","A","2018",0.678961,
"EU27_2020","PPP","TOT","NATUSD","A","2019",0.67957,
"EU27_2020","PPP","TOT","NATUSD","A","2020",0.666878,
